time,close,open,low,high
2013-09-03 09:31:00,51.18238095372,51.116483484,51.037721568,51.1952454
2013-09-03 09:32:00,51.221499372,51.186494076,51.186494076,51.265255992
2013-09-03 09:33:00,51.247753344,51.230250696,51.2136231804,51.265255992
2013-09-03 09:34:00,51.265255992,51.23900202,51.23900202,51.265255992
2013-09-03 09:35:00,51.256504668,51.274007316,51.230250696,51.28275864
2013-09-03 09:36:00,51.28275864,51.256504668,51.256504668,51.28275864
2013-09-03 09:37:00,51.212748048,51.274007316,51.212748048,51.274007316
2013-09-03 09:38:00,51.1952454,51.212748048,51.186494076,51.212748048
2013-09-03 09:39:00,51.168991428,51.1952454,51.168991428,51.1952454
2013-09-03 09:40:00,51.186494076,51.168991428,51.168991428,51.186494076
2013-09-03 09:41:00,51.1952454,51.186494076,51.186494076,51.203996724
2013-09-03 09:42:00,51.125234808,51.177742752,51.125234808,51.177742752
2013-09-03 09:43:00,51.10773216,51.125234808,51.10773216,51.125234808
2013-09-03 09:44:00,51.090229512,51.116483484,51.090229512,51.125234808
2013-09-03 09:45:00,51.116483484,51.098980836,51.098980836,51.116483484
2013-09-03 09:46:00,51.160240104,51.15148878,51.142737456,51.160240104
2013-09-03 09:47:00,51.160240104,51.15148878,51.15148878,51.160240104
2013-09-03 09:48:00,51.142737456,51.160240104,51.142737456,51.160240104
2013-09-03 09:49:00,51.116483484,51.133986132,51.116483484,51.142737456
2013-09-03 09:50:00,51.10773216,51.116483484,51.098980836,51.116483484
2013-09-03 09:51:00,51.133986132,51.133986132,51.133986132,51.133986132
2013-09-03 09:52:00,51.125234808,51.133986132,51.125234808,51.133986132
2013-09-03 09:53:00,51.142737456,51.125234808,51.116483484,51.142737456
2013-09-03 09:54:00,51.125234808,51.142737456,51.125234808,51.142737456
2013-09-03 09:55:00,51.098980836,51.125234808,51.098980836,51.125234808
2013-09-03 09:56:00,51.15148878,51.10773216,51.10773216,51.15148878
2013-09-03 09:57:00,51.168991428,51.160240104,51.160240104,51.168991428
2013-09-03 09:58:00,51.168991428,51.168991428,51.168991428,51.168991428
2013-09-03 09:59:00,51.098980836,51.168991428,51.098980836,51.168991428
2013-09-03 10:00:00,51.125234808,51.10773216,51.098980836,51.125234808
2013-09-03 10:01:00,51.15148878,51.133986132,51.116483484,51.160240104
2013-09-03 10:02:00,51.090229512,51.10773216,51.090229512,51.116483484
2013-09-03 10:03:00,51.10773216,51.090229512,51.072726864,51.10773216
2013-09-03 10:04:00,51.133986132,51.10773216,51.10773216,51.142737456
2013-09-03 10:05:00,51.160240104,51.133986132,51.133986132,51.168991428
2013-09-03 10:06:00,51.125234808,51.168991428,51.125234808,51.168991428
2013-09-03 10:07:00,51.168991428,51.125234808,51.125234808,51.168991428
2013-09-03 10:08:00,51.160240104,51.168991428,51.160240104,51.177742752
2013-09-03 10:09:00,51.133986132,51.15148878,51.125234808,51.15148878
2013-09-03 10:10:00,51.147113118,51.125234808,51.125234808,51.15148878
2013-09-03 10:11:00,51.190869738,51.160240104,51.160240104,51.199621062
2013-09-03 10:12:00,51.186494076,51.186494076,51.160240104,51.186494076
2013-09-03 10:13:00,51.203996724,51.186494076,51.186494076,51.203996724
2013-09-03 10:14:00,51.1952454,51.212748048,51.1952454,51.21712371
2013-09-03 10:15:00,51.186494076,51.186494076,51.17336709,51.186494076
2013-09-03 10:16:00,51.177742752,51.177742752,51.177742752,51.182118414
2013-09-03 10:17:00,51.142737456,51.177742752,51.142737456,51.177742752
2013-09-03 10:18:00,51.155864442,51.125234808,51.125234808,51.155864442
2013-09-03 10:19:00,51.142737456,51.133986132,51.133986132,51.142737456
2013-09-03 10:20:00,51.10773216,51.125234808,51.10773216,51.12961047
2013-09-03 10:21:00,51.090229512,51.10773216,51.090229512,51.10773216
2013-09-03 10:22:00,51.116483484,51.098980836,51.090229512,51.116483484
2013-09-03 10:23:00,51.098980836,51.116483484,51.090229512,51.116483484
2013-09-03 10:24:00,51.090229512,51.081478188,51.081478188,51.090229512
2013-09-03 10:25:00,51.098980836,51.090229512,51.090229512,51.098980836
2013-09-03 10:26:00,51.098980836,51.098980836,51.090229512,51.098980836
2013-09-03 10:27:00,51.116483484,51.10773216,51.10773216,51.116483484
2013-09-03 10:28:00,51.10773216,51.10773216,51.103356498,51.112107822
2013-09-03 10:29:00,51.10773216,51.103356498,51.094605174,51.10773216
2013-09-03 10:30:00,51.125234808,51.125234808,51.125234808,51.125234808
2013-09-03 10:31:00,51.125234808,51.133986132,51.125234808,51.142737456
2013-09-03 10:32:00,51.160240104,51.142737456,51.142737456,51.168991428
2013-09-03 10:33:00,51.186494076,51.168991428,51.168991428,51.186494076
2013-09-03 10:34:00,51.203996724,51.186494076,51.182118414,51.203996724
2013-09-03 10:35:00,51.1952454,51.203996724,51.186494076,51.208372386
2013-09-03 10:36:00,51.1952454,51.1952454,51.1952454,51.1952454
2013-09-03 10:37:00,51.186494076,51.182118414,51.182118414,51.190869738
2013-09-03 10:38:00,51.1952454,51.186494076,51.186494076,51.1952454
2013-09-03 10:39:00,51.1952454,51.1952454,51.1952454,51.1952454
2013-09-03 10:40:00,51.221499372,51.203996724,51.203996724,51.221499372
2013-09-03 10:41:00,51.203996724,51.221499372,51.203996724,51.221499372
2013-09-03 10:42:00,51.1952454,51.1952454,51.1952454,51.1952454
2013-09-03 10:43:00,51.186494076,51.186494076,51.182118414,51.186494076
2013-09-03 10:44:00,51.186494076,51.182118414,51.182118414,51.186494076
2013-09-03 10:45:00,51.203996724,51.186494076,51.186494076,51.203996724
2013-09-03 10:46:00,51.230250696,51.212748048,51.212748048,51.230250696
2013-09-03 10:47:00,51.247753344,51.234626358,51.234626358,51.252129006
2013-09-03 10:48:00,51.230250696,51.230250696,51.225875034,51.230250696
2013-09-03 10:49:00,51.230250696,51.230250696,51.230250696,51.23900202
2013-09-03 10:50:00,51.212748048,51.212748048,51.208372386,51.212748048
2013-09-03 10:51:00,51.212748048,51.21712371,51.203996724,51.21712371
2013-09-03 10:52:00,51.186494076,51.203996724,51.186494076,51.203996724
2013-09-03 10:53:00,51.1952454,51.177742752,51.177742752,51.1952454
2013-09-03 10:54:00,51.186494076,51.186494076,51.186494076,51.186494076
2013-09-03 10:55:00,51.177742752,51.186494076,51.177742752,51.186494076
2013-09-03 10:56:00,51.1952454,51.177742752,51.177742752,51.1952454
2013-09-03 10:57:00,51.1952454,51.190869738,51.190869738,51.1952454
2013-09-03 10:58:00,51.177742752,51.168991428,51.168991428,51.177742752
2013-09-03 10:59:00,51.168991428,51.177742752,51.164615766,51.177742752
2013-09-03 11:00:00,51.160240104,51.168991428,51.15148878,51.168991428
2013-09-03 11:01:00,51.186494076,51.160240104,51.155864442,51.186494076
2013-09-03 11:02:00,51.203996724,51.190869738,51.186494076,51.203996724
2013-09-03 11:03:00,51.203996724,51.203996724,51.203996724,51.203996724
2013-09-03 11:04:00,51.190869738,51.203996724,51.190869738,51.212748048
2013-09-03 11:05:00,51.186494076,51.186494076,51.186494076,51.1952454
2013-09-03 11:06:00,51.177742752,51.177742752,51.177742752,51.177742752
2013-09-03 11:07:00,51.168991428,51.177742752,51.168991428,51.177742752
2013-09-03 11:08:00,51.1952454,51.177742752,51.177742752,51.1952454
2013-09-03 11:09:00,51.203996724,51.203996724,51.199621062,51.203996724
2013-09-03 11:10:00,51.203996724,51.203996724,51.203996724,51.203996724
2013-09-03 11:11:00,51.203996724,51.203996724,51.199621062,51.212748048
2013-09-03 11:12:00,51.230250696,51.212748048,51.212748048,51.23900202
2013-09-03 11:13:00,51.23900202,51.225875034,51.225875034,51.23900202
2013-09-03 11:14:00,51.23900202,51.230250696,51.225875034,51.23900202
2013-09-03 11:15:00,51.230250696,51.23900202,51.21712371,51.23900202
2013-09-03 11:16:00,51.23900202,51.230250696,51.230250696,51.23900202
2013-09-03 11:17:00,51.212748048,51.230250696,51.208372386,51.230250696
2013-09-03 11:18:00,51.168991428,51.1952454,51.168991428,51.1952454
2013-09-03 11:19:00,51.168991428,51.177742752,51.168991428,51.177742752
2013-09-03 11:20:00,51.12961047,51.160240104,51.125234808,51.160240104
2013-09-03 11:21:00,51.098980836,51.10773216,51.090229512,51.10773216
2013-09-03 11:22:00,51.098980836,51.098980836,51.094605174,51.098980836
2013-09-03 11:23:00,51.072726864,51.098980836,51.072726864,51.098980836
2013-09-03 11:24:00,51.028970244,51.06397554,51.028970244,51.06397554
2013-09-03 11:25:00,51.011467596,51.002716272,51.002716272,51.02021892
2013-09-03 11:26:00,51.011467596,51.002716272,50.99834061,51.011467596
2013-09-03 11:27:00,50.993964948,51.011467596,50.993964948,51.011467596
2013-09-03 11:28:00,50.950208328,50.993964948,50.950208328,50.993964948
2013-09-03 11:29:00,50.958959652,50.945832666,50.945832666,50.958959652
2013-09-03 11:30:00,50.923954356,50.958959652,50.915203032,50.958959652
2013-09-03 11:31:00,50.923954356,50.915203032,50.906451708,50.923954356
2013-09-03 11:32:00,50.950208328,50.93270568,50.93270568,50.950208328
2013-09-03 11:33:00,50.941457004,50.958959652,50.941457004,50.958959652
2013-09-03 11:34:00,50.941457004,50.941457004,50.941457004,50.958959652
2013-09-03 11:35:00,50.945832666,50.93270568,50.919578694,50.950208328
2013-09-03 11:36:00,50.941457004,50.950208328,50.941457004,50.950208328
2013-09-03 11:37:00,50.915203032,50.937081342,50.906451708,50.941457004
2013-09-03 11:38:00,50.93270568,50.915203032,50.915203032,50.93270568
2013-09-03 11:39:00,50.941457004,50.950208328,50.928330018,50.950208328
2013-09-03 11:40:00,50.958959652,50.923954356,50.923954356,50.958959652
2013-09-03 11:41:00,50.967710976,50.950208328,50.950208328,50.967710976
2013-09-03 11:42:00,50.967710976,50.967710976,50.967710976,50.967710976
2013-09-03 11:43:00,50.941457004,50.950208328,50.941457004,50.958959652
2013-09-03 11:44:00,50.950208328,50.941457004,50.93270568,50.950208328
2013-09-03 11:45:00,50.93270568,50.941457004,50.928330018,50.941457004
2013-09-03 11:46:00,50.915203032,50.93270568,50.897700384,50.93270568
2013-09-03 11:47:00,50.880197736,50.906451708,50.871446412,50.906451708
2013-09-03 11:48:00,50.880197736,50.871446412,50.862695088,50.880197736
2013-09-03 11:49:00,50.919578694,50.88894906,50.880197736,50.919578694
2013-09-03 11:50:00,50.941457004,50.915203032,50.915203032,50.941457004
2013-09-03 11:51:00,50.941457004,50.941457004,50.941457004,50.941457004
2013-09-03 11:52:00,50.93270568,50.941457004,50.919578694,50.941457004
2013-09-03 11:53:00,50.941457004,50.937081342,50.937081342,50.950208328
2013-09-03 11:54:00,50.950208328,50.941457004,50.941457004,50.958959652
2013-09-03 11:55:00,50.958959652,50.958959652,50.95458399,50.958959652
2013-09-03 11:56:00,50.941457004,50.958959652,50.941457004,50.958959652
2013-09-03 11:57:00,50.923954356,50.941457004,50.923954356,50.941457004
2013-09-03 11:58:00,50.915203032,50.923954356,50.915203032,50.923954356
2013-09-03 11:59:00,50.923954356,50.915203032,50.91082737,50.923954356
2013-09-03 12:00:00,50.928330018,50.915203032,50.915203032,50.928330018
2013-09-03 12:01:00,50.915203032,50.928330018,50.897700384,50.928330018
2013-09-03 12:02:00,50.93270568,50.923954356,50.923954356,50.93270568
2013-09-03 12:03:00,50.923954356,50.93270568,50.923954356,50.93270568
2013-09-03 12:04:00,50.93270568,50.93270568,50.93270568,50.93270568
2013-09-03 12:05:00,50.915203032,50.923954356,50.915203032,50.923954356
2013-09-03 12:06:00,50.91082737,50.915203032,50.902076046,50.915203032
2013-09-03 12:07:00,50.958959652,50.915203032,50.915203032,50.958959652
2013-09-03 12:08:00,50.967710976,50.958959652,50.958959652,50.967710976
2013-09-03 12:09:00,50.967710976,50.967710976,50.967710976,50.967710976
2013-09-03 12:10:00,50.985213624,50.985213624,50.985213624,50.985213624
2013-09-03 12:11:00,50.993964948,50.993964948,50.993964948,50.993964948
2013-09-03 12:12:00,50.985213624,50.985213624,50.985213624,50.985213624
2013-09-03 12:13:00,50.9764623,50.9764623,50.9764623,50.9764623
2013-09-03 12:14:00,50.967710976,50.967710976,50.967710976,50.967710976
2013-09-03 12:15:00,50.923954356,50.958959652,50.923954356,50.958959652
2013-09-03 12:16:00,50.915203032,50.919578694,50.915203032,50.923954356
2013-09-03 12:17:00,50.915203032,50.915203032,50.91082737,50.915203032
2013-09-03 12:18:00,50.915203032,50.915203032,50.91082737,50.915203032
2013-09-03 12:19:00,50.884573398,50.884573398,50.884573398,50.884573398
2013-09-03 12:20:00,50.862695088,50.86707075,50.862695088,50.871446412
2013-09-03 12:21:00,50.880197736,50.871446412,50.871446412,50.880197736
2013-09-03 12:22:00,50.880197736,50.880197736,50.880197736,50.880197736
2013-09-03 12:23:00,50.906451708,50.88894906,50.88894906,50.906451708
2013-09-03 12:24:00,50.928330018,50.906451708,50.906451708,50.928330018
2013-09-03 12:25:00,50.93270568,50.93270568,50.93270568,50.941457004
2013-09-03 12:26:00,50.941457004,50.937081342,50.937081342,50.941457004
2013-09-03 12:27:00,50.941457004,50.937081342,50.937081342,50.941457004
2013-09-03 12:28:00,50.923954356,50.93270568,50.923954356,50.93270568
2013-09-03 12:29:00,50.906451708,50.906451708,50.906451708,50.906451708
2013-09-03 12:30:00,50.897700384,50.897700384,50.897700384,50.897700384
2013-09-03 12:31:00,50.915203032,50.91082737,50.906451708,50.915203032
2013-09-03 12:32:00,50.915203032,50.915203032,50.91082737,50.923954356
