time,close,open,low,high
2022-07-01 00:01:00,0.683155,0.6832,0.682975,0.68325
2022-07-01 00:02:00,0.683445,0.683155,0.68314,0.683445
2022-07-01 00:03:00,0.683385,0.683445,0.68338,0.68355
2022-07-01 00:04:00,0.68321,0.683385,0.6832,0.683415
2022-07-01 00:05:00,0.683615,0.68321,0.683135,0.683615
2022-07-01 00:06:00,0.68324,0.683615,0.68324,0.68363
2022-07-01 00:07:00,0.68338,0.68324,0.6832,0.68345
2022-07-01 00:08:00,0.68331,0.68338,0.6832,0.683435
2022-07-01 00:09:00,0.683395,0.68331,0.68329,0.683485
2022-07-01 00:10:00,0.683265,0.683395,0.68319,0.68341
2022-07-01 00:11:00,0.68341,0.683265,0.68323,0.683455
2022-07-01 00:12:00,0.683255,0.68341,0.68323,0.68352
2022-07-01 00:13:00,0.683235,0.683255,0.68311,0.68329
2022-07-01 00:14:00,0.68282,0.683235,0.68282,0.68331
2022-07-01 00:15:00,0.68265,0.68282,0.68249,0.68294
2022-07-01 00:16:00,0.682805,0.68265,0.682605,0.682845
2022-07-01 00:17:00,0.682545,0.682805,0.68246,0.68296
2022-07-01 00:18:00,0.682415,0.682545,0.682375,0.68259
2022-07-01 00:19:00,0.682385,0.682415,0.682305,0.68243
2022-07-01 00:20:00,0.682565,0.682385,0.682205,0.6826
2022-07-01 00:21:00,0.682735,0.682565,0.68248,0.68276
2022-07-01 00:22:00,0.682585,0.682735,0.682515,0.682735
2022-07-01 00:23:00,0.68261,0.682585,0.682365,0.682675
2022-07-01 00:24:00,0.682475,0.68261,0.68233,0.68263
2022-07-01 00:25:00,0.682195,0.682475,0.68219,0.682475
2022-07-01 00:26:00,0.68193,0.682195,0.68193,0.6822
2022-07-01 00:27:00,0.68182,0.68193,0.681815,0.68207
2022-07-01 00:28:00,0.681755,0.68182,0.68165,0.6819
2022-07-01 00:29:00,0.68181,0.681755,0.681755,0.68216
2022-07-01 00:30:00,0.68145,0.68181,0.68131,0.68182
2022-07-01 00:31:00,0.6818,0.68145,0.681355,0.68181
2022-07-01 00:32:00,0.68175,0.6818,0.681675,0.681815
2022-07-01 00:33:00,0.68196,0.68175,0.68175,0.682105
2022-07-01 00:34:00,0.682225,0.68196,0.681955,0.682315
2022-07-01 00:35:00,0.682265,0.682225,0.68218,0.68233
2022-07-01 00:36:00,0.68225,0.682265,0.68212,0.682285
2022-07-01 00:37:00,0.68215,0.68225,0.682075,0.68232
2022-07-01 00:38:00,0.682175,0.68215,0.68204,0.6822
2022-07-01 00:39:00,0.68204,0.682175,0.68189,0.68226
2022-07-01 00:40:00,0.682055,0.68204,0.68199,0.68213
2022-07-01 00:41:00,0.68194,0.682055,0.681815,0.682055
2022-07-01 00:42:00,0.682,0.68194,0.681795,0.682
2022-07-01 00:43:00,0.682195,0.682,0.681995,0.68223
2022-07-01 00:44:00,0.68246,0.682195,0.681955,0.682505
2022-07-01 00:45:00,0.682375,0.68246,0.68227,0.68246
2022-07-01 00:46:00,0.6825,0.682375,0.68233,0.6825
2022-07-01 00:47:00,0.68239,0.6825,0.68239,0.682535
2022-07-01 00:48:00,0.68255,0.68239,0.682375,0.68257
2022-07-01 00:49:00,0.68253,0.68255,0.682445,0.682555
2022-07-01 00:50:00,0.68258,0.68253,0.682435,0.68262
2022-07-01 00:51:00,0.68249,0.68258,0.68243,0.682605
2022-07-01 00:52:00,0.6824,0.68249,0.68238,0.68249
2022-07-01 00:53:00,0.682405,0.6824,0.68225,0.682415
2022-07-01 00:54:00,0.68256,0.682405,0.6824,0.68256
2022-07-01 00:55:00,0.682295,0.68256,0.682255,0.68256
2022-07-01 00:56:00,0.682355,0.682295,0.68225,0.682435
2022-07-01 00:57:00,0.68235,0.682355,0.682135,0.682365
2022-07-01 00:58:00,0.682395,0.68235,0.68224,0.682445
2022-07-01 00:59:00,0.68228,0.682395,0.682195,0.682395
2022-07-01 01:00:00,0.68224,0.68228,0.68222,0.682355
2022-07-01 01:01:00,0.68186,0.68224,0.68183,0.682295
2022-07-01 01:02:00,0.68213,0.68186,0.68186,0.682185
2022-07-01 01:03:00,0.68212,0.68213,0.682005,0.682155
2022-07-01 01:04:00,0.68195,0.68212,0.681895,0.68213
