time,close,open,low,high
2023-09-01 09:31:00,180.8,180.8,180.74,180.865
2023-09-01 09:32:00,180.86,180.82,180.82,180.87
2023-09-01 09:33:00,180.87,180.88,180.87,180.91
2023-09-01 09:34:00,180.93,180.86,180.86,180.94
2023-09-01 09:35:00,180.99,180.93,180.91,180.99
2023-09-01 09:36:00,180.89,181.02,180.86,181.1
2023-09-01 09:37:00,180.88,180.89,180.85,180.91
2023-09-01 09:38:00,180.82,180.905,180.79,180.905
2023-09-01 09:39:00,180.7,180.81,180.7,180.81
2023-09-01 09:40:00,180.68,180.72,180.68,180.725
2023-09-01 09:41:00,180.46,180.67,180.46,180.67
2023-09-01 09:42:00,180.46,180.42,180.4,180.46
2023-09-01 09:43:00,180.5,180.47,180.47,180.53
2023-09-01 09:44:00,180.61,180.56,180.56,180.61
2023-09-01 09:45:00,180.61,180.6,180.6,180.63
2023-09-01 09:46:00,180.4,180.58,180.39,180.58
2023-09-01 09:47:00,180.375,180.37,180.31,180.45
2023-09-01 09:48:00,180.42,180.4,180.37,180.44
2023-09-01 09:49:00,180.36,180.39,180.32,180.45
2023-09-01 09:50:00,180.36,180.37,180.26,180.38
2023-09-01 09:51:00,180.17,180.28,180.15,180.28
2023-09-01 09:52:00,180.19,180.165,180.085,180.28
2023-09-01 09:53:00,180.1,180.19,180.1,180.19
2023-09-01 09:54:00,180.14,180.06,180.06,180.14
2023-09-01 09:55:00,180.14,180.14,180.05,180.16
2023-09-01 09:56:00,180.26,180.175,180.175,180.26
2023-09-01 09:57:00,180.31,180.29,180.29,180.31
2023-09-01 09:58:00,180.41,180.39,180.39,180.43
2023-09-01 09:59:00,180.395,180.42,180.37,180.44
2023-09-01 10:00:00,180.4,180.4,180.38,180.42
2023-09-01 10:01:00,179.94,180.1,179.91,180.16
2023-09-01 10:02:00,180.02,179.89,179.84,180.02
2023-09-01 10:03:00,180.05,180.08,179.99,180.09
2023-09-01 10:04:00,180.05,180.04,179.98,180.13
2023-09-01 10:05:00,180.13,180.13,180.13,180.21
2023-09-01 10:06:00,180.04,180.12,180.04,180.16
2023-09-01 10:07:00,180.14,179.99,179.985,180.15
2023-09-01 10:08:00,180.05,180.095,180.04,180.13
2023-09-01 10:09:00,180.07,180.14,180.07,180.14
2023-09-01 10:10:00,180.15,180.11,180.105,180.17
2023-09-01 10:11:00,180.1,180.14,180.06,180.14
2023-09-01 10:12:00,180.185,180.18,180.15,180.21
2023-09-01 10:13:00,180.16,180.15,180.1,180.16
2023-09-01 10:14:00,180.26,180.2,180.17,180.275
2023-09-01 10:15:00,180.155,180.27,180.15,180.28
2023-09-01 10:16:00,180.04,180.13,180.04,180.13
2023-09-01 10:17:00,179.97,180.04,179.96,180.04
2023-09-01 10:18:00,179.935,180.0,179.935,180.0
2023-09-01 10:19:00,179.84,179.91,179.83,179.91
2023-09-01 10:20:00,179.94,179.86,179.82,179.94
2023-09-01 10:21:00,179.88,179.97,179.88,179.97
2023-09-01 10:22:00,179.92,179.87,179.87,179.92
2023-09-01 10:23:00,179.89,179.93,179.84,179.93
2023-09-01 10:24:00,179.98,179.925,179.925,179.99
2023-09-01 10:25:00,179.835,179.94,179.835,179.94
2023-09-01 10:26:00,179.75,179.82,179.74,179.87
2023-09-01 10:27:00,179.78,179.72,179.71,179.79
2023-09-01 10:28:00,179.76,179.72,179.72,179.79
2023-09-01 10:29:00,179.675,179.76,179.67,179.76
2023-09-01 10:30:00,179.75,179.65,179.65,179.75
2023-09-01 10:31:00,179.7,179.74,179.7,179.77
2023-09-01 10:32:00,179.645,179.64,179.64,179.65
2023-09-01 10:33:00,179.62,179.6,179.6,179.67
2023-09-01 10:34:00,179.62,179.61,179.57,179.63
2023-09-01 10:35:00,179.55,179.64,179.54,179.64
2023-09-01 10:36:00,179.601,179.52,179.51,179.605
